Chemical name	Distance (lower = more similar)
Methanesulfonic acid, trifluoro-, triphenylmethyl ester	0.3055555555555556
Pentaammine(trifluoromethanesulfonato)osmium(III) triflate	0.3055555555555556
2-bromoethyl trifluoromethanesulfonate	0.3055555555555556
Methanesulfonic acid, trifluoro-, 3-butenyl ester	0.3055555555555556
3-(Trifluoromethyl)phenyl trifluoromethanesulfonate	0.3055555555555556
4-(Trifluoromethyl)phenyl trifluoromethanesulfonate	0.3055555555555556
4-(2-chloroethyl)benzenesulfonic Acid	0.3055555555555556
Trimethylsilyl nonafluorobutanesulfonate	0.3055555555555556
Diphenyliodonium trifluoromethanesulfonate	0.3055555555555556
methanesulfonic acid, trifluoro-, 2-methylpropyl ester	0.3055555555555556
Di-tert-butylsilanediyl bis(trifluoromethanesulfonate)	0.3055555555555556
Phenyl trifluoromethanesulfonate	0.3055555555555556
Phenyl nonafluorobutane-1-sulfonate	0.3055555555555556
NSC 314043	0.3055555555555556
4-Chloromercuribenzenesulfonate	0.3055555555555556
Benzenesulfonic acid, 4-(2-bromoethyl)-	0.3055555555555556
Methanesulfonic acid, trifluoro-, trimethylsilyl ester	0.3055555555555556
Cyclohexanesulfonic acid, undecafluoro-, potassium salt	0.3055555555555556
1-Bromoethane-1-sulfinic acid	0.3103448275862069
Methanethiosulfonate	0.3103448275862069
Dichloromethanesulphonyl chloride	0.3103448275862069
Sulfone, dichloromethyl trichloromethylthio	0.3103448275862069
Methanesulfonyl chloride, trichloro-	0.3103448275862069
Sulfurous acid	0.3103448275862069
PUBCHEM_71363405	0.3125
2-(2-Chloro-1,1,2,2-tetrafluoroethoxy)-1,1,2,2-tetrafluoroethane-1-sulfonyl fluoride	0.3125
1-Chloroethyl sulfurochloridate	0.3125
1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfonyl chloride	0.3125
2-[(8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctyl)oxy]-1,1,2,2-tetrafluoroethane-1-sulfonyl fluoride	0.3125
9-Iodoperfluoro-3-oxanonanesulphonyl fluoride	0.3125
1,1,2,2-Tetrafluoro-2-(1,1,2,2,3,3,4,4-octafluoro-4-iodobutoxy)ethane-1-sulfonyl fluoride	0.3125
2,2'-Oxybis(tetrafluoroethane-1-sulfonyl fluoride)	0.3125
Rubidium sulfate	0.3125
Vinyl hydrogen sulphate	0.3125
Benzene, [bis[(trifluoromethyl)sulfonyl]methyl]-	0.3125
Disulfuric acid	0.3125
Methyl hydrogen sulfate	0.3125
Potassium bisulfate	0.3125
Sodium hydrogen sulfate	0.3125
3-(Ethenesulfonyl)benzene-1-sulfonic acid	0.3142857142857143
Methyl 2,2,2-trifluoroethane-1-sulfonate	0.3142857142857143
3-(Methanesulfonyl)benzene-1-sulfonic acid	0.3142857142857143
[1,1'-Biphenyl]-3-sulfonic acid	0.3142857142857143
Benzenesulfonic acid--water (1/1)	0.3142857142857143
PUBCHEM_14921804	0.3142857142857143
Phenanthrene-9-sulfonic acid	0.3142857142857143
3-Ethylbenzene-1-sulfonic acid	0.3142857142857143
1,1-Ethanedisulfonic acid, 1-hydroxy-	0.3142857142857143
Azulenesulfonic acid	0.3142857142857143
Anthracene-9-sulfonic Acid	0.3142857142857143
Benzenesulfonic acid, 4-(diphenylphosphino)-	0.3142857142857143
Anthracene-1-sulfonic Acid	0.3142857142857143
2,2,2-Trifluoroethyl methanesulfonate	0.3142857142857143
thiophene-2-sulfonic acid	0.3142857142857143
3-(diphenylphosphanyl)benzene-1-sulfonic acid	0.3142857142857143
3-Phenylsulphonylbenzenesulphonic acid	0.3142857142857143
1-Pyrenesulfonic acid	0.3142857142857143
2-Bromoethanesulfonic acid	0.3142857142857143
m-Cumenesulfonic acid	0.3142857142857143
2-Chloroethanesulphonic acid	0.3142857142857143
2-Anthracenesulfonic acid	0.3142857142857143
[1,1'-Biphenyl]-4-sulfonic acid	0.3142857142857143
Naphthalene-1-sulfonic acid	0.3142857142857143
4-Ethylbenzenesulfonic acid	0.3142857142857143
Naphthalene-2-sulfonic acid	0.3142857142857143
2-Methylbenzenesulfonic acid	0.3142857142857143
4-(Propan-2-yl)benzenesulfonic acid	0.3142857142857143
2,4-Dichloro-3-formylbenzene-1-sulfonic acid	0.3157894736842105
2,4,6-Trichlorobenzene-1,3-disulfonic acid	0.3157894736842105
2,5-Dichlorobenzene-1,3-disulfonic acid	0.3157894736842105
4,6-Dichlorobenzene-1,3-disulfonic acid	0.3157894736842105
4-Chlorobenzene-1,3-disulfonic acid	0.3157894736842105
3-Bromo-2,4-dimethylbenzene-1-sulfonic acid	0.3157894736842105
5-Chloro-2-formylbenzenesulphonic acid	0.3157894736842105
Dichloro(dioxo-lambda~6~-sulfanylidene)methane	0.32142857142857145
Sulfuryl fluoride	0.32142857142857145
Hydrogen disulfite	0.3225806451612903
1,2,3,3,3-Pentafluoroprop-1-ene-1-sulfonyl fluoride	0.3225806451612903
Sodium trifluoromethanesulfinate	0.3225806451612903
1,1,2,2,3,4,4-Heptafluorobut-3-ene-1-sulfonyl fluoride	0.3225806451612903
3,3,3-Trifluoroprop-1-ene-2-sulfonyl fluoride	0.3225806451612903
1,2,2,3,3,4,4,5,5,6,7,7-Dodecafluorohept-6-ene-1-sulfonyl fluoride	0.3225806451612903
Trifluoroethenesulfonyl fluoride	0.3225806451612903
[(Trifluoromethanesulfonyl)ethynyl]benzene	0.3225806451612903
[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)ethynyl]benzene	0.3225806451612903
dichloromethanedisulfonyl dichloride	0.3225806451612903
Potassium trifluoromethanesulphinate	0.3225806451612903
Trithionate	0.3225806451612903
Dithionate	0.3225806451612903
1-Octanesulfinic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, sodium salt	0.3225806451612903
1-Heptanesulfinic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, sodium salt	0.3225806451612903
1-Fluoro-3-methoxy-1,1,3,3-tetraoxo-1lambda~6~,3lambda~6~-dithioxane	0.3235294117647059
3-Chloro-1,1,2,2-tetrafluoro-3-oxopropyl sulfurofluoridate	0.3235294117647059
Sulfurocyanidic acid--barium (1/1)	0.3235294117647059
Pent-1-ene-1-sulfonic acid	0.3235294117647059
2,3,3-Trichloro-1,1-difluoroprop-2-en-1-yl sulfurofluoridate	0.3235294117647059
Trifluoroethenyl sulfurochloridate	0.3235294117647059
Sulfoacetaldehyde	0.3235294117647059
3-Fluoropropanesulfonate	0.3235294117647059
Benzenemethanesulfonic acid	0.3235294117647059
2,2-Dicyanoethenyl trifluoromethanesulfonate	0.32432432432432434
1-(Trimethylsilyl)ethyl trifluoromethanesulfonate	0.32432432432432434
Sulfuric acid--2,2,3,3,3-pentafluoropropan-1-ol (1/2)	0.32432432432432434
Sulfurofluoridic acid--pyridine (1/1)	0.32432432432432434
Bis(4-fluorophenyl)iodanium hydrogen sulfate	0.32432432432432434
Ethenyl(dimethyl)silyl trifluoromethanesulfonate	0.32432432432432434
3-Chloropropane-1,1-disulfonic acid	0.32432432432432434
Cyclopentyl trifluoromethanesulfonate	0.32432432432432434
(Naphthalen-1-yl)(diphenyl)sulfanium trifluoromethanesulfonate	0.32432432432432434
(4-Methylphenyl)(diphenyl)sulfanium trifluoromethanesulfonate	0.32432432432432434
(4-Fluorophenyl)(diphenyl)sulfanium trifluoromethanesulfonate	0.32432432432432434
1,1'-(Peroxydisulfonyl)bis[3-(trifluoromethyl)benzene]	0.32432432432432434
Methyl(diphenyl)silyl trifluoromethanesulfonate	0.32432432432432434
1-Oxo-1-phenylpropan-2-yl trifluoromethanesulfonate	0.32432432432432434
1,1,1-Trifluoropropan-2-yl 4-methylbenzene-1-sulfonate	0.32432432432432434
Methanesulfonic acid, trifluoro-, 1,5-cyclohexadien-1-yl ester	0.32432432432432434
Dicyclohexyl(trifluoromethanesulfonyloxy)borane	0.32432432432432434
propyl triflate	0.32432432432432434
Methanesulfonic acid, trifluoro-, 4-pentenyl ester	0.32432432432432434
2-(TRIFLUOROMETHOXY)ETHYL TRIFLUOROMETHANESULFONATE	0.32432432432432434
TDS triflate	0.32432432432432434
Methanesulfonic acid, trifluoro-, 3-methylphenyl ester	0.32432432432432434
p-Tolyl triflate	0.32432432432432434
m-Fluorophenyl trifluoromethanesulfonate	0.32432432432432434
4-Methylpent-3-en-1-yn-3-yl trifluoromethanesulfonate	0.32432432432432434
3-Methylbut-2-en-2-yl trifluoromethanesulfonate	0.32432432432432434
2,2,2-trifluoroethyl benzenesulfonate	0.32432432432432434
tert-Butyldimethylsilyl trifluoromethanesulphonate	0.32432432432432434
Cyclohexylidenemethyl trifluoromethanesulfonate	0.32432432432432434
3-Iodopropyl-1-trifluoromethanesulfonate	0.32432432432432434
3-Bromopropyl-1-trifluoromethanesulfonate	0.32432432432432434
4-Fluoro-2-sulfobenzoic acid	0.325
Benzenesulfonic acid--2,2,3,3-tetrafluoropropan-1-ol (1/1)	0.325
6-(Trifluoromethyl)pyridine-2-sulfonic acid	0.325
2,3,5,6-Tetrafluoro-4-sulfobenzoic acid	0.325
4,4'-[(5-Sulfo-1,3-phenylene)bis(sulfonyl-4,1-phenylenesulfonyl)]di(benzene-1-sulfonic acid)	0.3333333333333333
1,1,1-Trifluoro-3-(trifluoromethanesulfonyl)propan-2-one	0.3333333333333333
1,1-Bis(trifluoromethanesulfonyl)penta-1,3-diene	0.3333333333333333
Sulfuric acid--silanol (1/2)	0.3333333333333333
1-Iodonaphthalene-2-sulfonic acid	0.3333333333333333
3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoindene-1-sulfonic acid	0.3333333333333333
1,1,2,2-Tetrafluoro-2-[(1,1,2,2-tetrafluoro-4-iodobut-3-en-1-yl)oxy]ethane-1-sulfonyl fluoride	0.3333333333333333
2-Iodobenzene-1-sulfonic acid--water (1/2)	0.3333333333333333
PUBCHEM_54604919	0.3333333333333333
4-Methylbenzene-1-sulfonic acid--lead (1/1)	0.3333333333333333
4-Methylbenzene-1-sulfonic acid--mercury (1/1)	0.3333333333333333
7-Methylnaphthalene-1-sulfonic acid	0.3333333333333333
3-(4-Fluorophenyl)propane-1-sulfonic acid	0.3333333333333333
2-Iodonaphthalene-1-sulfonic acid	0.3333333333333333
2,3-Diformylbenzene-1-sulfonic acid	0.3333333333333333
4-(2-Phenylethyl)benzene-1-sulfonic acid	0.3333333333333333
2,3-Diiodoanthracene-1-sulfonic acid	0.3333333333333333
2-Chloronaphthalene-1-sulfonic acid	0.3333333333333333
5-Methylnaphthalene-1-sulfonic acid	0.3333333333333333
2,5-Dichlorobenzene-1-sulfonic acid--water (1/2)	0.3333333333333333
8-Methylnaphthalene-2-sulfonic acid	0.3333333333333333
4-Methylbenzene-1-sulfonoperoxoic acid	0.3333333333333333
But-3-ene-1,2-disulfonic acid	0.3333333333333333
1-Chloro-1-hydroxypropane-1-sulfonic acid	0.3333333333333333
Tribromo(methanesulfonyl)methane	0.3333333333333333
Pentane-2-sulfonic acid	0.3333333333333333
4-Chloronaphthalene-1,6-disulfonic acid	0.3333333333333333
3-Phosphonobenzene-1-sulfonic acid	0.3333333333333333
Benzene-1,2,3-trisulfonic acid	0.3333333333333333
3-(Ethanesulfonyl)-2,2,3,3-tetrafluoropropanoyl fluoride	0.3333333333333333
3,3-Difluoro-2-(fluorosulfonyl)prop-2-enoyl fluoride	0.3333333333333333
4-(Difluoromethanesulfonyl)benzaldehyde	0.3333333333333333
1,3,5-Tris(trifluoromethanesulfonyl)benzene	0.3333333333333333
1-Chloroethane-1-sulfonyl chloride	0.3333333333333333
5-Methylthiophene-2-sulfonic acid	0.3333333333333333
4'-Methyl[1,1'-biphenyl]-4-sulfonic acid	0.3333333333333333
1,1,2,2-TETRAFLUORO-2-[(1,1,2,2-TETRAFLUORO-3-BUTENYL)OXY]-ETHANESULFONYL FLUORIDE	0.3333333333333333
6-methylnaphthalene-2-sulfonic Acid	0.3333333333333333
4-(trifluoromethylsulfonyl)benzaldehyde	0.3333333333333333
1,1,1,2,2,3,3,4,4-Nonafluoro-4-[(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)methanesulfonyl]butane	0.3333333333333333
9,10-diphenylanthracene-2-sulfonic Acid	0.3333333333333333
METHYL TRICHLOROMETHYL SULFONE	0.3333333333333333
2,6-dimethylbenzenesulfonic Acid	0.3333333333333333
Methyl chlorosulphate	0.3333333333333333
4,4'-Thiodibenzenesulfonic acid	0.3333333333333333
1,1,2-Ethanetrisulfonic acid	0.3333333333333333
Methane, dichloro(methylsulfonyl)-	0.3333333333333333
Sulfuric acid, aluminium salt (3:2), hexadecahydrate	0.3333333333333333
Anhydrite (Ca(SO4))	0.3333333333333333
Thiosulfuric acid, disodium salt, monohydrate	0.3333333333333333
Sodium bisulfate monohydrate	0.3333333333333333
Ethenesulfonyl fluoride	0.3333333333333333
Benzenesulfonic acid, ammonium salt	0.3333333333333333
2-Propanesulfonic acid, 2-hydroxy-	0.3333333333333333
Methane, bis[(trifluoromethyl)sulfonyl]-	0.3333333333333333
Methanesulfonyl fluoride	0.3333333333333333
Ammonium bisulfate	0.3333333333333333
3,4-Dimethylbenzenesulfonic acid	0.3333333333333333
2-Formylbenzenesulfonic acid	0.3333333333333333
2,4-Dimethylbenzenesulfonic acid	0.3333333333333333
4-Methylbenzenesulfonic acid hydrate	0.3333333333333333
Benzensulfonate	0.3333333333333333
2,5-Dimethylbenzenesulfonic acid	0.3333333333333333
Sulfur trioxide	0.3333333333333333
1,4-Bis[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy]-1,4-dioxobutane-2-sulfonic acid	0.34146341463414637
Sulfurofluoridic acid--1,3-diphenylprop-2-yn-1-one (1/1)	0.34210526315789475
1-Methylcyclopropyl trifluoromethanesulfonate	0.34210526315789475
3-Phenylprop-1-en-2-yl trifluoromethanesulfonate	0.34210526315789475
Methanesulfonic acid--fluoromethanol (1/1)	0.34210526315789475
4-[(Trifluoromethyl)sulfanyl]phenyl trifluoromethanesulfonate	0.34210526315789475
(4-Methylphenyl)(phenyl)[(1E)-3,3,3-trifluoroprop-1-en-1-yl]sulfanium trifluoromethanesulfonate	0.34210526315789475
Ethyl 1,1,3,3,3-pentafluoro-2-oxopropane-1-sulfonate	0.34210526315789475
(4-Bromophenyl)(diphenyl)sulfanium trifluoromethanesulfonate	0.34210526315789475
(4-Chlorophenyl)(diphenyl)sulfanium trifluoromethanesulfonate	0.34210526315789475
(4-Iodophenyl)(diphenyl)sulfanium trifluoromethanesulfonate	0.34210526315789475
PUBCHEM_15874544	0.34210526315789475
2,2-Dimethylpropyl trifluoromethanesulfonate	0.34210526315789475
Cyclohexyl trifluoromethanesulfonate	0.34210526315789475
Dimethyl(phenyl)silyl trifluoromethanesulfonate	0.34210526315789475
2-Methylhex-2-en-4-yn-3-yl trifluoromethanesulfonate	0.34210526315789475
(2-Chlorophenyl)methanesulfonic acid	0.34210526315789475
4-Phenylbut-3-yn-1-yl trifluoromethanesulfonate	0.34210526315789475
4-Cyclopropylbut-3-yn-1-yl trifluoromethanesulfonate	0.34210526315789475
3-Chlorophenyl trifluoromethanesulfonate	0.34210526315789475
Methanesulfonic acid, trifluoro-, 4-chlorobutyl ester	0.34210526315789475
Methanesulfonic acid, trifluoro-, tris(pentafluorophenyl)silyl ester	0.34210526315789475
[Hydroxy(methanesulfonyloxy)iodo]benzene	0.34210526315789475
Methanesulfonic acid, trifluoro-, 1,3-cyclohexadien-1-yl ester	0.34210526315789475
Methanesulfonic acid, trifluoro-, 3-pentynyl ester	0.34210526315789475
4-(trifluoromethanesulfonyloxy)benzaldehyde	0.34210526315789475
2-(Trifluoromethyl)phenyl trifluoromethanesulfonate	0.34210526315789475
Bis(1,5-cyclooctadiene)rhodium(I) trifluoromethanesulfonate	0.34210526315789475
1h,1h-perfluorohexyl p-toluenesulfonate	0.34210526315789475
1h,1h-nonafluoropentyl p-toluenesulfonate	0.34210526315789475
2,2-Difluoroethyl p-toluenesulfonate	0.34210526315789475
1H,1H,9H-Perfluorononyl p-toluenesulfonate	0.34210526315789475
2,2,3,3,4,4,5,5-Octafluoropentyl 4-methylbenzene-1-sulfonate	0.34210526315789475
2,2,3,3,3-Pentafluoropropyl 4-methylbenzene-1-sulfonate	0.34210526315789475
Pyridinium trifluoromethanesulfonate	0.34210526315789475
2,2,3,3-tetrafluoropropyl p-toluenesulfonate	0.34210526315789475
2,2,3,3,4,4,4-Heptafluorobutyl 4-methylbenzene-1-sulfonate	0.34210526315789475
2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoroheptyl 4-methylbenzenesulfonate	0.34210526315789475
4-Chlorophenyl trifluoromethanesulfonate	0.34210526315789475
Methanesulfonic acid, trifluoro-, 3-cyanophenyl ester	0.34210526315789475
4-Cyanophenyl trifluoromethanesulfonate	0.34210526315789475
(4-chlorophenyl) 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate	0.34210526315789475
2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl 4-methylbenzene-1-sulfonate	0.34210526315789475
2,2,2-Trifluoro-1-phenylethyl p-toluenesulfonate	0.34210526315789475
1,2,2-Triphenylvinyl trifluoromethanesulfonate	0.34210526315789475
Hexa-2,4-diene-1,6-disulfonic acid	0.34285714285714286
Sodium propane-2-sulfonate--water (1/1/1)	0.34285714285714286
3-Chloro-1,1,3,3-tetrafluoro-2-oxopropyl sulfurofluoridate	0.34285714285714286
Dipotassium 1,1,2,2,3,3,4,4-octafluoro-4-(1,1,2,2-tetrafluoro-2-sulfinatoethoxy)butane-1-sulfinate	0.34285714285714286
Acetic acid, difluoro[1,1,2,2-tetrafluoro-2-(fluorosulfonyl)ethoxy]-	0.34285714285714286
bis(2,2,3,3,4,4,5,5-octafluoropentyl) sulfate	0.34285714285714286
Fluorosulfuric acid, ethyl ester	0.34285714285714286
Ethanesulfonic acid, 1-hydroxy-, monosodium salt	0.34285714285714286
1-Methyl-4-[2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethenyl]benzene	0.34375
(Bromomethanesulfonyl)(trifluoro)methane	0.34375
Titanium(3+) hydroxide sulfate (1/1/1)	0.34375
Zirconium(3+) hydroxide sulfate (1/1/1)	0.34375
PUBCHEM_71317440	0.34375
Terbium(3+) sulfate--water (2/3/1)	0.34375
PUBCHEM_57347370	0.34375
Neodymium sulfate--water (2/3/1)	0.34375
Praseodymium sulfate--water (2/3/1)	0.34375
1-(Trifluoromethanesulfonyl)-4-[(trifluoromethyl)sulfanyl]benzene	0.34375
Cerium(4+) sulfate--water (1/2/1)	0.34375
Samarium(3+) sulfate--water (2/3/1)	0.34375
Europium(3+) sulfate--water (2/3/1)	0.34375
Cerium(3+) sulfate--water (2/3/1)	0.34375
Erbium sulfate--water (2/3/1)	0.34375
Indium sulfate--water (2/3/1)	0.34375
Dichloro(methanesulfonyl)methanesulfinyl chloride	0.34375
3-(Trifluoromethanesulfonyl)prop-1-ene	0.34375
1-(Trifluoromethanesulfonyl)-3-(trifluoromethyl)benzene	0.34375
((Difluoromethyl)sulfonyl)benzene	0.34375
Methane, trifluoro[(iodomethyl)sulfonyl]-	0.34375
Potassium thiosulfate hydrate	0.34375
Aluminum sulfate [USP]	0.34375
Iron hydroxide sulfate (Fe(OH)(SO4))	0.34375
Lithium sulfate monohydrate	0.34375
Copper sulfate (CuSO4) monohydrate	0.34375
Zirconium(IV) sulfate hydrate	0.34375
Sodium thiosulfate	0.34375
Vanadyl sulfate hydrate	0.34375
Ferrous sulfate monohydrate	0.34375
Calcium thiosulfate	0.34375
Zinc sulfate monohydrate	0.34375
Magnesium sulfate monohydrate	0.34375
Methyl methanesulfonate	0.34375
Manganese(II) sulfate monohydrate	0.34375
Sulfuryl bromide fluoride	0.3448275862068966
CHLOROSULFANIC ACID	0.3448275862068966
Sulfuryl chloride fluoride	0.3448275862068966
6-(2-Chloro-2-oxoethyl)naphthalene-2-sulfonic acid	0.35
8-Chloronaphthalene-1-sulfonic acid--water (1/2)	0.35
5-Bromopyridine-3-sulfonic acid	0.35
3,3'-Sulfonylbis(6-chlorobenzene-1-sulfonic acid)	0.35
NSC294177	0.35
Anthracene-1,6-disulfonic acid	0.35135135135135137
4-[(Benzenesulfonyl)carbonyl]benzene-1-sulfonic acid	0.35135135135135137
2,6-Dihydroxy-6-sulfohexa-2,4-dienoic acid	0.35135135135135137
Fluoranthene-2-sulfonic acid	0.35135135135135137
Anthracene-1,7-disulfonic acid	0.35135135135135137
4'-Formyl[1,1'-biphenyl]-4-sulfonic acid	0.35135135135135137
2-(2-Phenylethenyl)benzene-1-sulfonic acid	0.35135135135135137
4'-Cyano[1,1'-biphenyl]-4-sulfonic acid	0.35135135135135137
Naphthalene-1,4,6-trisulfonic acid	0.35135135135135137
PUBCHEM_22480701	0.35135135135135137
5-Formyl-2-methylbenzene-1-sulfonic acid	0.35135135135135137
Naphthalene-1,4,5-trisulfonic acid	0.35135135135135137
4-Boronobenzene-1-sulfonic acid	0.35135135135135137
2-Methylbenzene-1,3,5-trisulfonic acid	0.35135135135135137
2,3,5-Trimethylbenzene-1-sulfonic acid	0.35135135135135137
2-Hydroxyethane-1,1-disulfonic acid	0.35135135135135137
3-Formylbenzene-1,2-disulfonic acid	0.35135135135135137
6-(4-Methylphenyl)naphthalene-2-sulfonic acid	0.35135135135135137
Naphthalene-1,4-disulfonic acid	0.35135135135135137
2,3,4,5-Tetramethylbenzene-1-sulfonic acid	0.35135135135135137
Naphthalene-1,3-disulfonic acid	0.35135135135135137
2-Methylbenzene-1,3-disulfonic acid	0.35135135135135137
[1,1'-Biphenyl]-2-sulfonic acid	0.35135135135135137
1,3,6-Pyrenetrisulfonic acid	0.35135135135135137
Benzenesulfonic acid, 3,4-dicyano-	0.35135135135135137
1,3,7-Naphthalenetrisulfonic acid	0.35135135135135137
2,6-Anthracenedisulfonic acid	0.35135135135135137
2,7-Anthracenedisulfonic acid	0.35135135135135137
3-Fluoranthenesulfonic acid	0.35135135135135137
8-cyanonaphthalene-1-sulfonic acid	0.35135135135135137
1,3,5,7-Naphthalenetetrasulfonic acid	0.35135135135135137
Benzenesulfonic acid, 3-benzoyl-	0.35135135135135137
2-Propenoic acid, 2-sulfo-	0.35135135135135137
alpha-Sulfophenylacetic acid	0.35135135135135137
4-TERT-BUTYLBENZENESULFONIC ACID	0.35135135135135137
2,4,5-trimethylbenzenesulfonic acid	0.35135135135135137
3,4,5-trimethylbenzenesulfonic acid	0.35135135135135137
1,7-Naphthalenedisulfonic acid	0.35135135135135137
89640-49-3	0.35135135135135137
3-chloropropane-1-sulfonic Acid	0.35135135135135137
1,8-ANTHRACENEDISULFONIC ACID	0.35135135135135137
Sodium p-arsonobenzenesulphonate	0.35135135135135137
Anthracene-1,5-disulfonic acid	0.35135135135135137
4-(Dihydroxy(oxido)stibino)benzenesulfonic acid	0.35135135135135137
Naphthalene-1,6-disulfonic acid	0.35135135135135137
Mesitylene-2-sulphonic acid dihydrate	0.35135135135135137
o-Cumenesulfonic acid	0.35135135135135137
DMBA-6-sulfonic acid	0.35135135135135137
DMBA-1-sulfonic acid	0.35135135135135137
DMBA-3-sulfonic acid	0.35135135135135137
DMBA-10-sulfonic acid	0.35135135135135137
DMBA-8-sulfonic acid	0.35135135135135137
DMBA-2-sulfonic acid	0.35135135135135137
DMBA-11-sulfonic acid	0.35135135135135137
DMBA-4-sulfonic acid	0.35135135135135137
DMBA-5-sulfonic acid	0.35135135135135137
1-Propanesulfonic acid, 3-bromo-	0.35135135135135137
5-Acenaphthylenesulfonic acid, 1,2-dihydro-	0.35135135135135137
Iodonium, diphenyl-, sulfate (1:1)	0.35135135135135137
[1,1'-Biphenyl]-4,4'-disulfonic acid	0.35135135135135137
2,6-Naphthalenedisulfonic acid	0.35135135135135137
Benzoic acid, 3,5-disulfo-	0.35135135135135137
3-Sulfobenzoic acid	0.35135135135135137
1,3-Benzenedisulfonic acid, 4-formyl-	0.35135135135135137
1,3-Benzenedisulfonic acid, 4-methyl-	0.35135135135135137
2,7-Naphthalenedisulfonic acid	0.35135135135135137
1,3,6-Naphthalenetrisulfonic acid	0.35135135135135137
1,5-Naphthalenedisulfonic acid	0.35135135135135137
5-Sulfobenzene-1,3-dicarboxylic acid	0.35135135135135137
1,3,6,8-Pyrenetetrasulfonic acid	0.35135135135135137
PUBCHEM_71381609	0.35294117647058826
Difluoro[(trifluoroethenyl)oxy]methanesulfonyl fluoride	0.35294117647058826
Dichloro{bis[(chlorosulfonyl)oxy]}stannane	0.35294117647058826
3-(Chlorocarbonyl)benzene-1-sulfinic acid	0.35294117647058826
1,1'-(Peroxydisulfonyl)di(ethan-1-one)	0.35294117647058826
Cerium(4+) sulfate--sulfuric acid--water (1/2/1/1)	0.35294117647058826
3-(Fluorosulfonyl)benzoyl fluoride	0.35294117647058826
1,1,2,2-Tetrafluoro-2-{[1,1,1,2,3,3-hexafluoro-3-(pentafluoroethoxy)propan-2-yl]oxy}ethane-1-sulfonyl fluoride	0.35294117647058826
2,2,2-TRICHLOROETHYL CHLOROSULFATE	0.35294117647058826
Methyl 2-propanesulfonate	0.35294117647058826
bis(2,2,2-trifluoroethyl) sulfite	0.35294117647058826
4-formylbenzenesulfonyl fluoride	0.35294117647058826
Isopropyl hydrogen sulphate	0.35294117647058826
Sulfuric acid, aluminum salt, hydrate	0.35294117647058826
Benzene-m-disulphonate	0.35294117647058826
Triammonium hydrogen disulphate	0.35294117647058826
Sodium tetrathionate, dihydrate (6CI,7CI)	0.35294117647058826
2-Propanesulfonic acid, sodium salt	0.35294117647058826
Tosylate	0.35294117647058826
Copper oxychloride sulfate	0.35294117647058826
Potassium peroxymonosulfate	0.35294117647058826
2,2,2-Trifluoroethane-1-sulfonyl fluoride	0.3548387096774194
Dithionite, hydrogen	0.3548387096774194
s-(trichloromethyl) methanesulfonothioate	0.3548387096774194
Peroxymonosulfate	0.3548387096774194
Disulfate ion	0.3548387096774194
Sulfurous acid, potassium salt (1:1)	0.3548387096774194
Sodium bisulfite	0.3548387096774194
2,5-Bis[(nonadecafluorononyl)oxy]benzene-1-sulfonic acid	0.35714285714285715
Methanesulfonic acid--{3-[(trifluoromethyl)sulfanyl]phenyl}methanol (1/1)	0.35714285714285715
4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]benzene-1-sulfonic acid	0.35714285714285715
S-(Trifluoromethyl) trifluoromethanesulfinothioate	0.35714285714285715
Trifluoromethanesulfonic acid--(pyridin-4-yl)methanesulfonyl chloride (1/1)	0.35714285714285715
Imidazole trifluoromethanesulfonate	0.35714285714285715
Trifluoromethanesulfinyl fluoride	0.35714285714285715
Methanesulfonic acid, trifluoro-, compd. with N-ethylethanamine (1:1)	0.35714285714285715
Tricyanoethenyl trifluoromethanesulfonate	0.358974358974359
Sulfuric acid--tris(2,2,2-trifluoroethyl)silanol (1/2)	0.358974358974359
5-(Trifluoromethyl)thiophen-3-yl trifluoromethanesulfonate	0.358974358974359
4-Methylbenzene-1-sulfonic acid--2-chloroethen-1-ol (1/1)	0.358974358974359
1-Phenylbut-1-en-2-yl trifluoromethanesulfonate	0.358974358974359
Tris(4-methylphenyl)sulfanium trifluoromethanesulfonate	0.358974358974359
2,3-Difluorophenyl trifluoromethanesulfonate	0.358974358974359
3-(Propan-2-yl)phenyl trifluoromethanesulfonate	0.358974358974359
2,4-Difluorophenyl trifluoromethanesulfonate	0.358974358974359
Dimethyl(phenylethynyl)silyl trifluoromethanesulfonate	0.358974358974359
